tp_id,stop_name,OperatorName,shortName,mode,Nom_commune,Code_insee
AL1071,Gare de Versailles Château Rive Gauche,Keolis Vélizy Vallée de la Bièvre,6182,Bus,Versailles,78646
AL1119,Gare des Chantiers - Cour de Buc,Keolis Vélizy Vallée de la Bièvre,6161,Bus,Versailles,78646
AL1120,Gare des Chantiers - États Généraux,Keolis Vélizy Vallée de la Bièvre,6161,Bus,Versailles,78646
AL1430,Gare Versailles Château Rive Gauche - Sceaux,Transdev Versailles,6240,Bus,Versailles,78646
AL1431,Gare routière de Versailles Chantiers - Quai K,Transdev Versailles,6240,Bus,Versailles,78646
AL1432,Les Matelots,Transdev Versailles,6240,Bus,Versailles,78646
AL1433,Quartier Gally,Transdev Versailles,6240,Bus,Versailles,78646
AL1437,Rue de Satory,Francilité Saint-Quentin-en-Yvelines,5102,Bus,Versailles,78646
AL1530,Lycée Hoche,Transdev Versailles,6284,Bus,Versailles,78646
AL1534,Europe,Transdev Versailles,6284,Bus,Versailles,78646
AL1535,Gare des Chantiers - Cour de Buc,Transdev Versailles,6284,Bus,Versailles,78646
AL1906,Ménagerie,Francilité Saint-Quentin-en-Yvelines,5134,Bus,Versailles,78646
AL1907,Stand de Tir,Francilité Saint-Quentin-en-Yvelines,5134,Bus,Versailles,78646
AL1908,Ménagerie,Francilité Saint-Quentin-en-Yvelines,5134,Bus,Versailles,78646
AL2311,Porchefontaine / Octroi,Transdev Sud Yvelines,N161,Bus,Versailles,78646
AL2318,Porchefontaine / Octroi,Transdev Sud Yvelines,N161,Bus,Versailles,78646
AL2319,Les Matelots,Transdev Sud Yvelines,N161,Bus,Versailles,78646
AL2559,Université,RATP,471,Bus,Versailles,78646
AL2560,Etats-Unis Université,RATP,471,Bus,Versailles,78646
AL2561,Gare de Versailles - Rive Droite Bd de la Reine,RATP,471,Bus,Versailles,78646
AL2562,Provence,RATP,471,Bus,Versailles,78646
AL2938,Place de la Loi,Keolis Vélizy Vallée de la Bièvre,6179,Bus,Versailles,78646
AL2939,Gare des Chantiers - Cour de Buc,Keolis Vélizy Vallée de la Bièvre,6179,Bus,Versailles,78646
AL2940,Gare de Versailles Rive Droite,Keolis Vélizy Vallée de la Bièvre,6179,Bus,Versailles,78646
AL2941,Porchefontaine / Octroi,Keolis Vélizy Vallée de la Bièvre,6180,Bus,Versailles,78646
AL3050,Gare routière de Versailles Chantiers - Quai I,SNCF,N,LocalTrain,Versailles,78646
AL4182,Place de la Brèche,Transdev Versailles,6209,Bus,Versailles,78646
AL4185,Alexandre 1er,Transdev Versailles,6210,Bus,Versailles,78646
AL4186,Europe,Transdev Versailles,6210,Bus,Versailles,78646
AL4187,Préfecture,Transdev Versailles,6210,Bus,Versailles,78646
AL4188,Tournelles,Transdev Versailles,6210,Bus,Versailles,78646
AL4189,Bourdonnais,Transdev Versailles,6210,Bus,Versailles,78646
AL4190,Bourdonnais,Transdev Versailles,6210,Bus,Versailles,78646
AL4191,Préfecture,Transdev Versailles,6210,Bus,Versailles,78646
AL4192,Pershing,Transdev Versailles,6210,Bus,Versailles,78646
AL4205,Gauthier de Clagny,Transdev Versailles,6213,Bus,Versailles,78646
AL4232,Gare de Versailles Château Rive Gauche,Keolis Vélizy Vallée de la Bièvre,6173,Bus,Versailles,78646
AL4233,Bourdonnais,Keolis Vélizy Vallée de la Bièvre,6173,Bus,Versailles,78646
AL5073,Les Portes de Saint-Cyr,SNCF,T13,Tramway,Versailles,78646
AL5302,Versailles Chantiers,SNCF,V,LocalTrain,Versailles,78646
AL5312,Versailles Chantiers,SNCF,TER,regionalRail,Versailles,78646
AL5400,Porchefontaine,Keolis Vélizy Vallée de la Bièvre,6124,Bus,Versailles,78646
AL5401,Jean Mermoz,Keolis Vélizy Vallée de la Bièvre,6124,Bus,Versailles,78646
AL5402,Vergennes,Keolis Vélizy Vallée de la Bièvre,6124,Bus,Versailles,78646
AL5419,Préfecture,Keolis Vélizy Vallée de la Bièvre,6123,Bus,Versailles,78646
AL5420,Vergennes,Keolis Vélizy Vallée de la Bièvre,6123,Bus,Versailles,78646
AL5430,Porchefontaine,Keolis Vélizy Vallée de la Bièvre,6123,Bus,Versailles,78646
AL5440,Ploix,Keolis Vélizy Vallée de la Bièvre,6122,Bus,Versailles,78646
AL5441,Pont Colbert,Keolis Vélizy Vallée de la Bièvre,6122,Bus,Versailles,78646
AL8131,Château,RATP,171,Bus,Versailles,78646
AL8133,Vergennes,RATP,171,Bus,Versailles,78646
AL8135,Jean Mermoz,RATP,171,Bus,Versailles,78646
AL8155,Porchefontaine / Octroi,RATP,171,Bus,Versailles,78646
AL8157,Jean Mermoz,RATP,171,Bus,Versailles,78646
AL8159,Hôtel de Ville,RATP,171,Bus,Versailles,78646
AL9384,Hôtel de Ville,RATP,171,Bus,Versailles,78646
AL9395,Vergennes,RATP,171,Bus,Versailles,78646
AL11588,Côte de Picardie,Transdev Versailles,6201,Bus,Versailles,78646
AL11589,Bazin,Transdev Versailles,6201,Bus,Versailles,78646
AL11590,Europe,Transdev Versailles,6201,Bus,Versailles,78646
AL11591,Place du Marché Notre-Dame,Transdev Versailles,6201,Bus,Versailles,78646
AL11592,Beauvau Rémilly,Transdev Versailles,6201,Bus,Versailles,78646
AL11593,Saint-Jean,Transdev Versailles,6201,Bus,Versailles,78646
AL11594,Place Laboulaye,Transdev Versailles,6201,Bus,Versailles,78646
AL11602,Notre Dame,Transdev Versailles,6201,Bus,Versailles,78646
AL11603,Préfecture,Transdev Versailles,6201,Bus,Versailles,78646
AL11604,Vergennes,Transdev Versailles,6201,Bus,Versailles,78646
AL11605,Coypel - Champ Lagarde,Transdev Versailles,6201,Bus,Versailles,78646
AL11606,Gare de Montreuil,Transdev Versailles,6201,Bus,Versailles,78646
AL11607,Université,Transdev Versailles,6201,Bus,Versailles,78646
AL11608,Gauthier de Clagny,Transdev Versailles,6201,Bus,Versailles,78646
AL11609,Lamartine,Transdev Versailles,6202,Bus,Versailles,78646
AL11610,Sarraut,Transdev Versailles,6202,Bus,Versailles,78646
AL11611,Versailles Château Rive Gauche,Transdev Versailles,6202,Bus,Versailles,78646
AL11625,Berthier,Transdev Versailles,6202,Bus,Versailles,78646
AL11626,Théâtre Montansier,Transdev Versailles,6202,Bus,Versailles,78646
AL11627,Préfecture,Transdev Versailles,6202,Bus,Versailles,78646
AL11628,Gare routière de Versailles Chantiers - Quai A,Transdev Versailles,6202,Bus,Versailles,78646
AL11629,Ploix,Transdev Versailles,6202,Bus,Versailles,78646
AL11632,Delpal,Transdev Versailles,6203,Bus,Versailles,78646
AL11633,Guichard,Transdev Versailles,6203,Bus,Versailles,78646
AL11634,Guichard,Transdev Versailles,6203,Bus,Versailles,78646
AL11635,Versailles Château Rive Gauche,Transdev Versailles,6203,Bus,Versailles,78646
AL11636,Europe,Transdev Versailles,6203,Bus,Versailles,78646
AL11637,Place du Marché Notre-Dame,Transdev Versailles,6203,Bus,Versailles,78646
AL11638,Notre Dame,Transdev Versailles,6203,Bus,Versailles,78646
AL11639,Place Laboulaye,Transdev Versailles,6203,Bus,Versailles,78646
AL11641,Pershing Lemercier,Transdev Versailles,6204,Bus,Versailles,78646
AL11642,Lemercier,Transdev Versailles,6204,Bus,Versailles,78646
AL11643,La Bruyère,Transdev Versailles,6204,Bus,Versailles,78646
AL11644,Richard Mique,Transdev Versailles,6204,Bus,Versailles,78646
AL11645,Notre Dame,Transdev Versailles,6204,Bus,Versailles,78646
AL11646,Préfecture,Transdev Versailles,6204,Bus,Versailles,78646
AL11647,Noailles,Transdev Versailles,6204,Bus,Versailles,78646
AL11648,Beauvau Rémilly,Transdev Versailles,6204,Bus,Versailles,78646
AL11649,Pershing,Transdev Versailles,6204,Bus,Versailles,78646
AL11653,Place du Marché Notre-Dame,Transdev Versailles,6205,Bus,Versailles,78646
AL11654,Alexandre 1er,Transdev Versailles,6205,Bus,Versailles,78646
AL11655,Emile Cousin,Transdev Versailles,6205,Bus,Versailles,78646
AL11657,Emile Cousin,Transdev Versailles,6205,Bus,Versailles,78646
AL11658,Saint-Symphorien,Transdev Versailles,6205,Bus,Versailles,78646
AL11659,Notre Dame,Transdev Versailles,6205,Bus,Versailles,78646
AL11660,Gare de Versailles Rive Droite,Transdev Versailles,6205,Bus,Versailles,78646
AL11661,De Bange,Transdev Versailles,6205,Bus,Versailles,78646
AL11666,Les Marronniers,Transdev Versailles,6206,Bus,Versailles,78646
AL11667,Gare des Chantiers - Abbé Rousseaux,Transdev Versailles,6206,Bus,Versailles,78646
AL11668,Satory Parc,Transdev Versailles,6206,Bus,Versailles,78646
AL11669,Clément Ader,Transdev Versailles,6206,Bus,Versailles,78646
AL11670,Zone Technique,Transdev Versailles,6206,Bus,Versailles,78646
AL11671,Piscine de Satory,Transdev Versailles,6206,Bus,Versailles,78646
AL11672,Jayat,Transdev Versailles,6206,Bus,Versailles,78646
AL11673,Grand Siècle,Transdev Versailles,6206,Bus,Versailles,78646
AL11677,Emile Cousin,Transdev Versailles,6207,Bus,Versailles,78646
AL11678,République Lesseps,Transdev Versailles,6207,Bus,Versailles,78646
AL11679,Château de la Maye,Transdev Versailles,6207,Bus,Versailles,78646
AL11682,Place de la Paix,Transdev Versailles,6207,Bus,Versailles,78646
AL11683,Château de la Maye,Transdev Versailles,6207,Bus,Versailles,78646
AL11684,Etats-Unis Université,Transdev Versailles,6207,Bus,Versailles,78646
AL11687,Grand Siècle,Transdev Versailles,6208,Bus,Versailles,78646
AL11688,Antoine Richard,Transdev Versailles,6208,Bus,Versailles,78646
AL11689,Pershing,Transdev Versailles,6208,Bus,Versailles,78646
AL11693,Résidence La Forêt,Transdev Versailles,6208,Bus,Versailles,78646
AL11694,Gare de Montreuil,Transdev Versailles,6208,Bus,Versailles,78646
AL11958,Grille de l'Orangerie,Transdev Versailles,6211,Bus,Versailles,78646
AL12014,Versailles Château Rive Gauche,Transdev Versailles,6287,Bus,Versailles,78646
AL12015,Théâtre Montansier,Transdev Versailles,6287,Bus,Versailles,78646
AL12016,Saint-Symphorien,Transdev Versailles,6287,Bus,Versailles,78646
AL12017,Gare de Versailles - Rive Droite Bd de la Reine,Transdev Versailles,6287,Bus,Versailles,78646
AL12018,Beauvau Rémilly,Transdev Versailles,6287,Bus,Versailles,78646
AL12019,Saint-Jean,Transdev Versailles,6287,Bus,Versailles,78646
AL12020,Place de la Brèche,Transdev Versailles,6287,Bus,Versailles,78646
AL12025,Rond-Point de la Chapelle,Transdev Versailles,6287,Bus,Versailles,78646
AL12026,Théâtre Montansier,Transdev Versailles,6287,Bus,Versailles,78646
AL12027,Collège Rameau,Transdev Versailles,6287,Bus,Versailles,78646
AL12028,Coypel - Champ Lagarde,Transdev Versailles,6287,Bus,Versailles,78646
AL12220,Lycée Jules Ferry,Francilité Saint-Quentin-en-Yvelines,5141,Bus,Versailles,78646
AL12221,Ponts et Chaussées,Francilité Saint-Quentin-en-Yvelines,5141,Bus,Versailles,78646
AL12222,Cité des Cadres / Bir Hakeim,Francilité Saint-Quentin-en-Yvelines,5141,Bus,Versailles,78646
AL12227,Ponts et Chaussées,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL12232,Cité des Cadres / Bir Hakeim,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL12233,Tournelles,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL12754,Gare de Versailles Château Rive Gauche,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL12755,Boulevard Saint-Antoine,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL13347,Borgnis Desbordes,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL13348,Noailles,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL13349,Gare des Chantiers - États Généraux,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL13354,Tournelles,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL13526,Gare des Chantiers - États Généraux,Transdev Sud Yvelines,N160,Bus,Versailles,78646
AL13530,Versailles Château Rive Gauche,Transdev Sud Yvelines,N160,Bus,Versailles,78646
AL13531,Gare des Chantiers - États Généraux,Transdev Sud Yvelines,N160,Bus,Versailles,78646
AL13756,République Lesseps,Transdev Versailles,6214,Bus,Versailles,78646
AL13757,Provence,Transdev Versailles,6214,Bus,Versailles,78646
AL13758,Préfecture,Transdev Versailles,6214,Bus,Versailles,78646
AL13759,Provence,Transdev Versailles,6214,Bus,Versailles,78646
AL13760,Prés aux Bois,Transdev Versailles,6214,Bus,Versailles,78646
AL15288,Gare des Chantiers - Cour de Buc,Keolis Vélizy Vallée de la Bièvre,6163,Bus,Versailles,78646
AL15407,Gare Versailles Château Rive Gauche - Sceaux,Francilité Express Ouest,39-12,Bus,Versailles,78646
AL15408,Gare Rive Gauche - Sceaux,Francilité Express Ouest,39-12,Bus,Versailles,78646
AL15833,Les Portes de Saint-Cyr,SNCF,T13,Tramway,Versailles,78646
AL15834,Saint-Cyr,SNCF,T13,Tramway,Versailles,78646
AL16583,Porchefontaine / Octroi,RATP,171,Bus,Versailles,78646
AL16594,Château,RATP,171,Bus,Versailles,78646
AL18660,Gauthier de Clagny,Transdev Versailles,6201,Bus,Versailles,78646
AL18661,Gare de Montreuil,Transdev Versailles,6201,Bus,Versailles,78646
AL18662,Vauban,Transdev Versailles,6201,Bus,Versailles,78646
AL18663,Villa Champ Lagarde,Transdev Versailles,6201,Bus,Versailles,78646
AL18664,Versailles Chantiers Gare - Quai E,Transdev Versailles,6201,Bus,Versailles,78646
AL18668,Antoine Richard,Transdev Versailles,6201,Bus,Versailles,78646
AL18669,Notre Dame,Transdev Versailles,6202,Bus,Versailles,78646
AL18670,Théâtre Montansier,Transdev Versailles,6202,Bus,Versailles,78646
AL18671,Place de la Loi,Transdev Versailles,6202,Bus,Versailles,78646
AL18680,Sarraut,Transdev Versailles,6202,Bus,Versailles,78646
AL18681,Cisterciens,Transdev Versailles,6202,Bus,Versailles,78646
AL18682,Square Lamôme,Transdev Versailles,6202,Bus,Versailles,78646
AL18683,Préfecture,Transdev Versailles,6203,Bus,Versailles,78646
AL18684,Général Eblé,Transdev Versailles,6203,Bus,Versailles,78646
AL18685,Satory,Transdev Versailles,6203,Bus,Versailles,78646
AL18686,Maréchal Moncey,Transdev Versailles,6203,Bus,Versailles,78646
AL18687,Martinière,Transdev Versailles,6203,Bus,Versailles,78646
AL18688,Borgnis Desbordes,Transdev Versailles,6203,Bus,Versailles,78646
AL18689,Préfecture,Transdev Versailles,6203,Bus,Versailles,78646
AL18690,Normandie,Transdev Versailles,6203,Bus,Versailles,78646
AL18692,Résidence La Forêt,Transdev Versailles,6204,Bus,Versailles,78646
AL18693,Parc de Clagny,Transdev Versailles,6204,Bus,Versailles,78646
AL18694,Général Mangin,Transdev Versailles,6204,Bus,Versailles,78646
AL18695,Beauvau Remilly,Transdev Versailles,6204,Bus,Versailles,78646
AL18696,Hôtel de Ville,Transdev Versailles,6204,Bus,Versailles,78646
AL18697,Gare des Chantiers - États Généraux,Transdev Versailles,6204,Bus,Versailles,78646
AL18699,Beauvau Remilly,Transdev Versailles,6205,Bus,Versailles,78646
AL18700,Europe Saint-Cloud,Transdev Versailles,6205,Bus,Versailles,78646
AL18701,Artois,Transdev Versailles,6205,Bus,Versailles,78646
AL18702,Gare de Montreuil,Transdev Versailles,6205,Bus,Versailles,78646
AL18703,Antoine Richard,Transdev Versailles,6205,Bus,Versailles,78646
AL18704,Stade de Jussieu,Transdev Versailles,6205,Bus,Versailles,78646
AL18709,Prés aux Bois,Transdev Versailles,6206,Bus,Versailles,78646
AL18710,Bois des Gonards,Transdev Versailles,6206,Bus,Versailles,78646
AL18711,Maréchal Moncey,Transdev Versailles,6206,Bus,Versailles,78646
AL18712,Guichard,Transdev Versailles,6206,Bus,Versailles,78646
AL18713,Piscine de Satory,Transdev Versailles,6206,Bus,Versailles,78646
AL18714,Satory Mobilab,Transdev Versailles,6206,Bus,Versailles,78646
AL18715,Maréchal Moncey,Transdev Versailles,6206,Bus,Versailles,78646
AL18716,République Lesseps,Transdev Versailles,6206,Bus,Versailles,78646
AL18718,Antoine Richard,Transdev Versailles,6207,Bus,Versailles,78646
AL18719,Etats-Unis Université,Transdev Versailles,6207,Bus,Versailles,78646
AL18720,Albert Joly,Transdev Versailles,6207,Bus,Versailles,78646
AL18725,Rond-Point de la Chapelle,Transdev Versailles,6207,Bus,Versailles,78646
AL18726,Gare de Montreuil,Transdev Versailles,6207,Bus,Versailles,78646
AL18729,Square Lamôme,Transdev Versailles,6208,Bus,Versailles,78646
AL18730,Gare de Porchefontaine,Transdev Versailles,6208,Bus,Versailles,78646
AL18731,Maréchal Haig,Transdev Versailles,6208,Bus,Versailles,78646
AL18737,Grand Siècle,Transdev Versailles,6208,Bus,Versailles,78646
AL18738,Square Lamôme,Transdev Versailles,6208,Bus,Versailles,78646
AL19866,Alexis Fourcault,Transdev Versailles,6214,Bus,Versailles,78646
AL19867,Place du Marché Notre-Dame,Transdev Versailles,6214,Bus,Versailles,78646
AL19868,Notre Dame,Transdev Versailles,6214,Bus,Versailles,78646
AL19869,Gare de Versailles - Rive Droite Bd de la Reine,Transdev Versailles,6214,Bus,Versailles,78646
AL19870,Etats-Unis Université,Transdev Versailles,6214,Bus,Versailles,78646
AL20430,Versailles Chantiers,SNCF,TER,regionalRail,Versailles,78646
AL20448,Versailles Chantiers,SNCF,TER,regionalRail,Versailles,78646
AL21279,Place de la Loi,Keolis Seine et Oise Est,X409,Bus,Versailles,78646
AL21281,Europe,Keolis Seine et Oise Est,X409,Bus,Versailles,78646
AL21761,Bois des Gonards,Keolis Vélizy Vallée de la Bièvre,6160,Bus,Versailles,78646
AL22034,Préfecture,Transdev Versailles,6201,Bus,Versailles,78646
AL22036,Gare de Versailles Rive Droite,Transdev Versailles,6201,Bus,Versailles,78646
AL22042,Beauvau Remilly,Transdev Versailles,6201,Bus,Versailles,78646
AL22044,Villa Champ Lagarde,Transdev Versailles,6201,Bus,Versailles,78646
AL22046,Côte de Picardie,Transdev Versailles,6201,Bus,Versailles,78646
AL22048,Europe,Transdev Versailles,6202,Bus,Versailles,78646
AL22050,Berthier,Transdev Versailles,6202,Bus,Versailles,78646
AL22058,Place de la Loi,Transdev Versailles,6202,Bus,Versailles,78646
AL22060,Providence,Transdev Versailles,6202,Bus,Versailles,78646
AL22062,Lamartine,Transdev Versailles,6202,Bus,Versailles,78646
AL22064,Moines,Transdev Versailles,6202,Bus,Versailles,78646
AL22072,Beauvau Remilly,Transdev Versailles,6203,Bus,Versailles,78646
AL22074,Gare de Versailles Rive Droite,Transdev Versailles,6203,Bus,Versailles,78646
AL22076,Bourdonnais,Transdev Versailles,6203,Bus,Versailles,78646
AL22078,Évêché,Transdev Versailles,6203,Bus,Versailles,78646
AL22080,Ponts et Chaussées,Transdev Versailles,6203,Bus,Versailles,78646
AL22082,Maréchal Moncey,Transdev Versailles,6203,Bus,Versailles,78646
AL22084,Lycée Jules Ferry,Transdev Versailles,6203,Bus,Versailles,78646
AL22085,Gauthier de Clagny,RATP,471,Bus,Versailles,78646
AL22086,Bourdonnais,Transdev Versailles,6203,Bus,Versailles,78646
AL22088,Beauvau Rémilly,Transdev Versailles,6203,Bus,Versailles,78646
AL22090,Progrès,Transdev Versailles,6203,Bus,Versailles,78646
AL22094,Jean Houdon,Transdev Versailles,6204,Bus,Versailles,78646
AL22096,Préfecture,Transdev Versailles,6204,Bus,Versailles,78646
AL22098,Europe,Transdev Versailles,6204,Bus,Versailles,78646
