tp_id,stop_name,OperatorName,shortName,mode,Nom_commune,Code_insee
AL50866,Gare de Versailles Château Rive Gauche,Transdev Versailles,6203,Bus,Versailles,78646
AL50867,Ponts et Chaussées,Transdev Versailles,6203,Bus,Versailles,78646
AL50868,Tournelles,Transdev Versailles,6203,Bus,Versailles,78646
AL50869,Gare de Versailles Rive Droite,Transdev Versailles,6203,Bus,Versailles,78646
AL50871,Place du Marché Notre-Dame,Transdev Versailles,6204,Bus,Versailles,78646
AL50872,Gare des Chantiers - États Généraux,Transdev Versailles,6204,Bus,Versailles,78646
AL50873,Hôtel de Ville,Transdev Versailles,6204,Bus,Versailles,78646
AL50874,Place du Marché Notre-Dame,Transdev Versailles,6204,Bus,Versailles,78646
AL50875,Jean Houdon,Transdev Versailles,6204,Bus,Versailles,78646
AL50881,Gare de Versailles Rive Droite,Transdev Versailles,6205,Bus,Versailles,78646
AL50882,Notre Dame,Transdev Versailles,6205,Bus,Versailles,78646
AL50883,Saint-Symphorien,Transdev Versailles,6205,Bus,Versailles,78646
AL50884,République Lesseps,Transdev Versailles,6205,Bus,Versailles,78646
AL50885,Jules Massenet,Transdev Versailles,6205,Bus,Versailles,78646
AL50886,Stade de Jussieu,Transdev Versailles,6205,Bus,Versailles,78646
AL50887,Jules Massenet,Transdev Versailles,6205,Bus,Versailles,78646
AL50888,Gare de Montreuil,Transdev Versailles,6205,Bus,Versailles,78646
AL50889,Alexandre 1er,Transdev Versailles,6205,Bus,Versailles,78646
AL50890,Lycée Hoche,Transdev Versailles,6205,Bus,Versailles,78646
AL50891,Europe Saint-Cloud,Transdev Versailles,6205,Bus,Versailles,78646
AL50892,Beauvau Rémilly,Transdev Versailles,6205,Bus,Versailles,78646
AL50893,Boulevard Saint-Antoine,Transdev Versailles,6205,Bus,Versailles,78646
AL50897,Centre d'Alimentation de Satory,Transdev Versailles,6206,Bus,Versailles,78646
AL50898,Clément Ader,Transdev Versailles,6206,Bus,Versailles,78646
AL50899,Satory Parc,Transdev Versailles,6206,Bus,Versailles,78646
AL50900,Satory Mobilab,Transdev Versailles,6206,Bus,Versailles,78646
AL50901,Coypel - Champ Lagarde,Transdev Versailles,6206,Bus,Versailles,78646
AL50902,Villa Champ Lagarde,Transdev Versailles,6206,Bus,Versailles,78646
AL50903,Prés aux Bois,Transdev Versailles,6206,Bus,Versailles,78646
AL50906,Gare de Montreuil,Transdev Versailles,6207,Bus,Versailles,78646
AL50907,Place de la Paix,Transdev Versailles,6207,Bus,Versailles,78646
AL50908,Rond-Point de la Chapelle,Transdev Versailles,6207,Bus,Versailles,78646
AL50919,Emile Cousin,Transdev Versailles,6207,Bus,Versailles,78646
AL50920,Centre Sportif,Transdev Versailles,6208,Bus,Versailles,78646
AL50921,Rue Vauban,Transdev Versailles,6208,Bus,Versailles,78646
AL50922,Gare de Montreuil,Transdev Versailles,6208,Bus,Versailles,78646
AL50923,Résidence La Forêt,Transdev Versailles,6208,Bus,Versailles,78646
AL50924,Place Laboulaye,Transdev Versailles,6208,Bus,Versailles,78646
AL50927,Maréchal Haig,Transdev Versailles,6208,Bus,Versailles,78646
AL50928,Pershing,Transdev Versailles,6208,Bus,Versailles,78646
AL50929,Université - Prévert,Transdev Versailles,6208,Bus,Versailles,78646
AL50930,Côte de Picardie,Transdev Versailles,6208,Bus,Versailles,78646
AL50931,Antoine Richard,Transdev Versailles,6208,Bus,Versailles,78646
AL50932,Alexis Fourcault,Transdev Versailles,6208,Bus,Versailles,78646
AL50933,Stade de Porchefontaine,Transdev Versailles,6208,Bus,Versailles,78646
AL50934,Les Grands Chênes,Transdev Versailles,6208,Bus,Versailles,78646
AL51200,Les Matelots,Transdev Versailles,6211,Bus,Versailles,78646
AL51201,Gare Versailles Château Rive Gauche - Sceaux,Transdev Versailles,6211,Bus,Versailles,78646
AL51202,Gare des Chantiers - Gare Routière,Transdev Versailles,6211,Bus,Versailles,78646
AL51203,INRAE,Transdev Versailles,6211,Bus,Versailles,78646
AL51247,Villa Champ Lagarde,Transdev Versailles,6287,Bus,Versailles,78646
AL51248,Collège Rameau,Transdev Versailles,6287,Bus,Versailles,78646
AL51249,Rond-Point de la Chapelle,Transdev Versailles,6287,Bus,Versailles,78646
AL51254,Place de la Loi,Transdev Versailles,6287,Bus,Versailles,78646
AL51255,Gare Versailles Château Rive Gauche,Transdev Versailles,6287,Bus,Versailles,78646
AL51447,Gare Rive Gauche - Sceaux,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL51448,Tournelles,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL51449,Lycée Jules Ferry,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL51456,Gare Versailles Château Rive Gauche - Sceaux,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL51457,Quai B,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL51911,Gare routière de Versailles Chantiers - Quai C,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL51913,Château,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL51915,Berthier,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL51943,Berthier,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL51945,Château,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL51947,Gare routière de Versailles Chantiers - Quai A,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL53836,Place Laboulaye,Transdev Versailles,6282,Bus,Versailles,78646
AL54079,Cité des Cadres / Bir Hakeim,Francilité Express Ouest,39-34,Bus,Versailles,78646
AL54145,Gare de Versailles Château Rive Gauche,Keolis Vélizy Vallée de la Bièvre,6163,Bus,Versailles,78646
AL54149,Gare des Chantiers - Cour de Buc,Keolis Vélizy Vallée de la Bièvre,6163,Bus,Versailles,78646
AL54150,Gare des Chantiers - États Généraux,Keolis Vélizy Vallée de la Bièvre,6163,Bus,Versailles,78646
AL54151,Noailles,Keolis Vélizy Vallée de la Bièvre,6163,Bus,Versailles,78646
AL54155,Gare des Chantiers - Cour de Buc,Francilité Express Ouest,EX307,Bus,Versailles,78646
AL54975,Montreuil,SNCF,L,LocalTrain,Versailles,78646
AL55042,Place de la Loi,Keolis Seine et Oise Est,X409,Bus,Versailles,78646
AL55313,Saint-Charles,Transdev Versailles,6201,Bus,Versailles,78646
AL55314,Vergennes,Transdev Versailles,6201,Bus,Versailles,78646
AL55315,Versailles Château Rive Gauche,Transdev Versailles,6201,Bus,Versailles,78646
AL55316,De Bange,Transdev Versailles,6201,Bus,Versailles,78646
AL55318,Gare de Versailles Rive Droite,Transdev Versailles,6201,Bus,Versailles,78646
AL55319,Place du Marché Notre-Dame,Transdev Versailles,6201,Bus,Versailles,78646
AL55320,Gare de Versailles Château Rive Gauche,Transdev Versailles,6201,Bus,Versailles,78646
AL55321,Gare routière de Versailles Chantiers - Quai A,Transdev Versailles,6201,Bus,Versailles,78646
AL55322,Saint-Charles,Transdev Versailles,6201,Bus,Versailles,78646
AL55323,Grand Siècle,Transdev Versailles,6201,Bus,Versailles,78646
AL55324,Bazin,Transdev Versailles,6201,Bus,Versailles,78646
AL55325,Université - Prévert,Transdev Versailles,6201,Bus,Versailles,78646
AL55326,Cisterciens,Transdev Versailles,6202,Bus,Versailles,78646
AL55327,Versailles Chantiers Gare - Quai E,Transdev Versailles,6202,Bus,Versailles,78646
AL55328,Place du Marché Notre-Dame,Transdev Versailles,6202,Bus,Versailles,78646
AL55336,Notre Dame,Transdev Versailles,6202,Bus,Versailles,78646
AL55337,Europe,Transdev Versailles,6202,Bus,Versailles,78646
AL55340,Tournelles,Transdev Versailles,6203,Bus,Versailles,78646
AL55341,Lycée Jules Ferry,Transdev Versailles,6203,Bus,Versailles,78646
AL55342,Martinière,Transdev Versailles,6203,Bus,Versailles,78646
AL55343,Delpal,Transdev Versailles,6203,Bus,Versailles,78646
AL55344,Général Eblé,Transdev Versailles,6203,Bus,Versailles,78646
AL55345,Évêché,Transdev Versailles,6203,Bus,Versailles,78646
AL55346,De Bange,Transdev Versailles,6203,Bus,Versailles,78646
AL55347,Saint-Jean,Transdev Versailles,6203,Bus,Versailles,78646
AL55348,Gare de Versailles Rive Droite,Transdev Versailles,6204,Bus,Versailles,78646
AL55349,Europe,Transdev Versailles,6204,Bus,Versailles,78646
AL55350,Noailles,Transdev Versailles,6204,Bus,Versailles,78646
AL55351,Gare routière de Versailles Chantiers - Quai F,Transdev Versailles,6204,Bus,Versailles,78646
AL55352,Notre Dame,Transdev Versailles,6204,Bus,Versailles,78646
AL55353,Général Mangin,Transdev Versailles,6204,Bus,Versailles,78646
AL55354,La Bruyère,Transdev Versailles,6204,Bus,Versailles,78646
AL55356,Antoine Richard,Transdev Versailles,6205,Bus,Versailles,78646
AL55357,Saint-Jean,Transdev Versailles,6205,Bus,Versailles,78646
AL55358,Place de la Loi,Transdev Versailles,6205,Bus,Versailles,78646
AL55361,Grand Siècle,Transdev Versailles,6206,Bus,Versailles,78646
AL55362,Alexis Fourcault,Transdev Versailles,6206,Bus,Versailles,78646
AL55363,République Lesseps,Transdev Versailles,6206,Bus,Versailles,78646
AL55364,Collège Rameau,Transdev Versailles,6206,Bus,Versailles,78646
AL55365,Villa Champ Lagarde,Transdev Versailles,6206,Bus,Versailles,78646
AL55366,Jean Mermoz,Transdev Versailles,6206,Bus,Versailles,78646
AL55367,Satory Lisière,Transdev Versailles,6206,Bus,Versailles,78646
AL55368,Satory Lisière,Transdev Versailles,6206,Bus,Versailles,78646
AL55369,Bois des Gonards,Transdev Versailles,6206,Bus,Versailles,78646
AL55370,Jean Mermoz,Transdev Versailles,6206,Bus,Versailles,78646
AL55372,Claude Debussy,Transdev Versailles,6207,Bus,Versailles,78646
AL55377,Albert Joly,Transdev Versailles,6207,Bus,Versailles,78646
AL55378,Provence,Transdev Versailles,6207,Bus,Versailles,78646
AL55379,République Lesseps,Transdev Versailles,6207,Bus,Versailles,78646
AL55380,Bernard de Jussieu,Transdev Versailles,6207,Bus,Versailles,78646
AL55382,Stade de Porchefontaine,Transdev Versailles,6208,Bus,Versailles,78646
AL55383,Côte de Picardie,Transdev Versailles,6208,Bus,Versailles,78646
AL55385,Place Laboulaye,Transdev Versailles,6208,Bus,Versailles,78646
AL55386,Rue Vauban,Transdev Versailles,6208,Bus,Versailles,78646
AL55387,Gare de Porchefontaine,Transdev Versailles,6208,Bus,Versailles,78646
AL55433,Rue de Satory,Transdev Versailles,6211,Bus,Versailles,78646
AL55491,Vergennes,Transdev Versailles,6287,Bus,Versailles,78646
AL55495,Place de la Brèche,Transdev Versailles,6287,Bus,Versailles,78646
AL55496,Beauvau Remilly,Transdev Versailles,6287,Bus,Versailles,78646
AL55497,Berthier,Transdev Versailles,6287,Bus,Versailles,78646
AL55498,Provence,Transdev Versailles,6287,Bus,Versailles,78646
AL55499,Etats-Unis Université,Transdev Versailles,6287,Bus,Versailles,78646
AL55686,Gare Versailles Château Rive Gauche - Sceaux,Francilité Saint-Quentin-en-Yvelines,5141,Bus,Versailles,78646
AL55699,Ponts et Chaussées,Francilité Saint-Quentin-en-Yvelines,5140,Bus,Versailles,78646
AL56055,Place Hoche,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL56056,Théâtre Montansier,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL56057,Place de la Loi,Transdev Boucle des Lys,EX01,Bus,Versailles,78646
AL56324,Versailles Chantiers,SNCF,TER,regionalRail,Versailles,78646
AL56327,Versailles Chantiers,SNCF,TER,regionalRail,Versailles,78646
AL56347,Versailles Chantiers,SNCF,TER,regionalRail,Versailles,78646
AL57393,Gare des Chantiers - États Généraux,Keolis Vélizy Vallée de la Bièvre,6182,Bus,Versailles,78646
AL57433,Gare des Chantiers - Cour de Buc,Keolis Vélizy Vallée de la Bièvre,6164,Bus,Versailles,78646
AL57434,Gare des Chantiers - Abbé Rousseaux,Keolis Vélizy Vallée de la Bièvre,6164,Bus,Versailles,78646
AL57435,Gare des Chantiers - Cour de Buc,Keolis Vélizy Vallée de la Bièvre,6164,Bus,Versailles,78646
AL57436,Bois des Gonards,Keolis Vélizy Vallée de la Bièvre,6164,Bus,Versailles,78646
AL57442,Hôtel de Ville,Keolis Vélizy Vallée de la Bièvre,6161,Bus,Versailles,78646
AL57448,Bois des Gonards,Keolis Vélizy Vallée de la Bièvre,6161,Bus,Versailles,78646
AL57449,Gare de Versailles Château Rive Gauche,Keolis Vélizy Vallée de la Bièvre,6161,Bus,Versailles,78646
AL57450,Hôtel de Ville,Keolis Vélizy Vallée de la Bièvre,6162,Bus,Versailles,78646
AL57608,INRAE,Transdev Versailles,6240,Bus,Versailles,78646
AL57609,INRAE,Transdev Versailles,6240,Bus,Versailles,78646
AL57614,Gare Versailles Château Rive Gauche,Francilité Saint-Quentin-en-Yvelines,5102,Bus,Versailles,78646
AL57615,Grille de l'Orangerie,Francilité Saint-Quentin-en-Yvelines,5102,Bus,Versailles,78646
AL57631,Grille de l'Orangerie,Francilité Saint-Quentin-en-Yvelines,5102,Bus,Versailles,78646
AL57632,Gare Versailles Château Rive Gauche - Sceaux,Francilité Saint-Quentin-en-Yvelines,5102,Bus,Versailles,78646
AL57633,Versailles Chantiers Gare - Quai J,Francilité Saint-Quentin-en-Yvelines,5102,Bus,Versailles,78646
AL57708,Jean Mermoz,Transdev Versailles,6284,Bus,Versailles,78646
AL57709,République Etats-Unis,Transdev Versailles,6284,Bus,Versailles,78646
AL57710,Université - Prévert,Transdev Versailles,6284,Bus,Versailles,78646
AL57711,Résidence La Forêt,Transdev Versailles,6284,Bus,Versailles,78646
AL57717,Pershing,Transdev Versailles,6284,Bus,Versailles,78646
AL57718,Jean Mermoz,Transdev Versailles,6284,Bus,Versailles,78646
AL58782,Lycée Jules Ferry,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58783,Évêché,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58784,Bourdonnais,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58785,Providence,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58786,Cisterciens,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58788,Sarraut,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58789,Ploix,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58790,Bourdonnais,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58791,Lycée Jules Ferry,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL58984,Gare routière de Versailles Chantiers - Quai G,Keolis Vélizy Vallée de la Bièvre,Soir,Bus,Versailles,78646
AL60265,Etats-Unis Université,Transdev Versailles,6214,Bus,Versailles,78646
AL60266,Notre Dame,Transdev Versailles,6214,Bus,Versailles,78646
AL60267,Europe,Transdev Versailles,6214,Bus,Versailles,78646
AL60268,Alexis Fourcault,Transdev Versailles,6214,Bus,Versailles,78646
AL61379,Résidence La Forêt,Transdev Versailles,6210,Bus,Versailles,78646
AL61380,Gare de Versailles Château Rive Gauche,Transdev Versailles,6210,Bus,Versailles,78646
AL61381,Lycée Hoche,Transdev Versailles,6210,Bus,Versailles,78646
AL61391,Europe,Transdev Versailles,6213,Bus,Versailles,78646
AL61392,Lycée Hoche,Transdev Versailles,6213,Bus,Versailles,78646
AL61418,Pont Saint-Martin,Keolis Vélizy Vallée de la Bièvre,6173,Bus,Versailles,78646
AL61433,Place Laboulaye,Transdev Versailles,6285,Bus,Versailles,78646
AL65084,Europe,Keolis Vélizy Vallée de la Bièvre,6123,Bus,Versailles,78646
AL65085,Hôtel de Ville,Keolis Vélizy Vallée de la Bièvre,6123,Bus,Versailles,78646
AL65086,Jean Mermoz,Keolis Vélizy Vallée de la Bièvre,6123,Bus,Versailles,78646
AL65093,Porchefontaine / Octroi,Keolis Vélizy Vallée de la Bièvre,6123,Bus,Versailles,78646
AL65094,Hôtel de Ville,Keolis Vélizy Vallée de la Bièvre,6123,Bus,Versailles,78646
AL65103,Gare des Chantiers - Abbé Rousseaux,Keolis Vélizy Vallée de la Bièvre,6122,Bus,Versailles,78646
AL65104,Providence,Keolis Vélizy Vallée de la Bièvre,6122,Bus,Versailles,78646
AL65105,Cisterciens,Keolis Vélizy Vallée de la Bièvre,6122,Bus,Versailles,78646
AL65264,Place Laboulaye,Transdev Versailles,6217,Bus,Versailles,78646
AL66388,Gare des Chantiers - Cour de Buc,Keolis Vélizy Vallée de la Bièvre,6160,Bus,Versailles,78646
AL66389,Bois des Gonards,Keolis Vélizy Vallée de la Bièvre,6160,Bus,Versailles,78646
AL66394,Gare des Chantiers - Cour de Buc,Keolis Vélizy Vallée de la Bièvre,6160,Bus,Versailles,78646
AL66395,Gare des Chantiers - Abbé Rousseaux,Keolis Vélizy Vallée de la Bièvre,6160,Bus,Versailles,78646
AL66551,Évêché,Francilité Saint-Quentin-en-Yvelines,5134,Bus,Versailles,78646
AL66553,Les Matelots,Francilité Saint-Quentin-en-Yvelines,5134,Bus,Versailles,78646
AL66554,Grille de l'Orangerie,Francilité Saint-Quentin-en-Yvelines,5134,Bus,Versailles,78646
AL66555,Gare Versailles Château Rive Gauche - Sceaux,Francilité Saint-Quentin-en-Yvelines,5134,Bus,Versailles,78646
AL66932,Gare de Versailles - Rive Droite Bd de la Reine,RATP,471,Bus,Versailles,78646
AL66933,Gare de Versailles - Rive Droite,RATP,471,Bus,Versailles,78646
AL66934,Université,RATP,471,Bus,Versailles,78646
AL67128,Gare routière de Versailles Chantiers - Quai I,SNCF,U,Bus,Versailles,78646
AL67157,Gare de Montreuil,SNCF,L,LocalTrain,Versailles,78646
AL68930,Gare routière de Versailles Chantiers - Quai H,Francilité Express Ouest,39-12,Bus,Versailles,78646
AL69367,Cité des Cadres / Bir Hakeim,Francilité Express Ouest,39-34,Bus,Versailles,78646
AL69423,Hôtel de Ville,Keolis Vélizy Vallée de la Bièvre,6163,Bus,Versailles,78646
AL69424,Bois des Gonards,Keolis Vélizy Vallée de la Bièvre,6163,Bus,Versailles,78646
AL69900,Porchefontaine,SNCF,C,RapidTransit,Versailles,78646
AL69901,Versailles Château Rive Gauche,SNCF,C,RapidTransit,Versailles,78646
AL70576,Pré Catalan,Transdev Sud Yvelines,17s,Bus,Versailles,78646
AL70577,Place Laboulaye,Transdev Sud Yvelines,17s,Bus,Versailles,78646
AL70981,Saint-Cyr,SNCF,T13,Bus,Versailles,78646
AL71010,Hôtel de Ville,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL71011,Pont Colbert,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL71012,Gare de Versailles Château Rive Gauche,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL71013,Évêché,Keolis Vélizy Vallée de la Bièvre,6185,Bus,Versailles,78646
AL72277,Lycée Jules Ferry,Transdev Versailles,6210,Bus,Versailles,78646
AL72278,Borgnis Desbordes,Transdev Versailles,6210,Bus,Versailles,78646
AL72279,Évêché,Transdev Versailles,6210,Bus,Versailles,78646
AL72280,Alexandre 1er,Transdev Versailles,6210,Bus,Versailles,78646
AL72287,Versailles Château Rive Gauche,Transdev Versailles,6213,Bus,Versailles,78646
AL72288,Gauthier de Clagny,Transdev Versailles,6213,Bus,Versailles,78646
AL72289,Université - Prévert,Transdev Versailles,6213,Bus,Versailles,78646
AL72290,Europe,Transdev Versailles,6213,Bus,Versailles,78646
AL72291,Gare routière de Versailles Chantiers - Quai A,Transdev Versailles,6213,Bus,Versailles,78646
AL72312,Gare de Versailles Château Rive Gauche,Keolis Vélizy Vallée de la Bièvre,6173,Bus,Versailles,78646
